,price
74450,5327
38375,1235
119610,16641
5299,933
21126,2426
40162,566
15125,1654
13455,766
127869,5359
87530,6971
58208,2862
2540,5174
25512,5366
72224,1388
80830,574
16995,1605
19188,6137
116415,2199
73941,8537
34866,648
90279,2066
144668,1422
34879,6814
109923,9296
36654,487
133492,876
59410,4676
40948,4008
81629,1052
86958,3640
5458,11688
25331,930
55708,505
19772,972
24138,10744
75152,2692
93470,1046
119230,992
34933,7665
49196,3675
26977,1754
104581,2170
1105,10758
30451,620
78067,581
35924,11400
26208,1090
83690,608
12494,15706
34651,1362
27798,1012
101392,4821
86493,880
5854,2446
28717,1107
32892,1755
49747,4318
53071,1054
10795,4831
66973,7632
80319,5866
119613,8752
5263,6660
70897,603
17072,923
15918,709
151556,2395
38474,3223
148740,1388
111461,530
75025,10327
122658,740
43624,2383
52146,878
1154,11560
9245,3749
78624,1619
66004,1438
109818,4725
664,4884
3534,4375
137545,603
3153,14281
122051,1427
49994,6768
80178,2086
154840,7526
102186,858
74061,10709
109385,790
124709,612
21039,2444
13192,1436
465,3852
34097,4438
144091,627
121777,8243
1629,526
52211,673
145115,4791
5890,3461
4061,2753
57114,5544
139541,576
80237,839
45906,6208
37059,14040
26998,734
108184,6126
119262,4892
58658,2536
78023,5671
33352,4829
6991,675
27631,2792
153416,3398
118635,5088
77690,1439
25982,5000
45768,6522
34453,3333
15803,2142
37262,4379
123463,863
142927,10285
2082,1758
20371,6487
2347,11177
33297,4672
2437,8596
62762,536
86953,684
151157,1255
32419,1698
6441,533
61824,1340
74558,4064
115234,1628
107720,765
79779,2694
112464,16316
90954,1068
22056,3751
42409,1114
5997,3541
114606,6164
97815,7625
25154,12883
85108,3446
142225,7741
82840,784
13674,1409
12181,5192
44762,2686
104928,2573
137814,5393
33673,4135
144032,1901
99566,1709
42365,719
11418,2222
37687,2246
113404,2469
88975,3915
143454,5799
22796,12929
139092,1016
24461,367
28597,5335
93626,6619
22871,4427
33372,1033
146571,5206
101585,7768
85828,6310
147274,3167
32830,747
87785,4174
74282,809
142974,3005
152216,454
30616,12874
12516,734
44602,1631
131694,1094
68155,17608
29412,608
21890,1799
11634,5914
31636,4004
147955,5980
93543,3024
2604,1080
28572,544
135975,5143
129004,847
98590,872
153822,1240
34893,1046
91867,3669
13103,7277
151448,13903
18334,814
85897,852
19974,1949
130889,1026
12936,975
7706,689
148830,1073
27878,9451
10216,421
44046,2296
31053,1728
24127,890
37787,863
140765,984
67610,7953
88382,4724
32246,6460
68899,2482
84174,16086
29648,4250
113383,2999
48794,9258
27598,3427
149855,408
15436,2774
139945,2185
73811,852
125252,724
25898,9435
143767,8032
22505,658
141184,526
399,1746
759,1363
28051,2111
80050,504
113150,776
82941,3444
1000,561
101597,2867
50239,8501
5823,7105
17380,4017
37135,1343
126720,1389
19980,1438
37157,1415
25112,1637
46222,11976
51914,5664
143896,2232
86368,16709
1146,645
55252,734
116108,7430
17353,8342
61100,5068
88052,2331
125708,1745
93614,12899
7882,8637
29589,5400
63660,3879
11415,4340
26862,1432
144920,5839
144173,6963
85113,1767
85088,12085
1278,2343
96789,9965
9599,4048
16293,1935
137026,10268
43660,6007
95787,1786
115759,1569
41431,11489
100239,1094
10293,802
79759,1080
145837,3311
9212,666
121667,2835
146995,4785
67588,3335
133101,3167
43009,1835
42751,2133
29533,1069
70260,3945
14833,15253
54541,13225
14207,2594
109488,1358
10838,1882
8214,571
43123,2085
56426,1180
42739,4101
84892,810
84958,802
162,1974
962,918
123715,2136
96876,5647
145670,1908
61133,2397
143337,5927
32000,5921
75232,2237
24690,1061
54392,14406
107972,3345
141175,1561
137663,1410
16479,1902
141489,18198
97350,1225
9748,9243
58292,1935
9063,1017
118227,552
74618,2497
26722,709
78153,4513
59646,1883
26618,3104
48621,1865
43958,5667
87999,16492
20558,8061
143155,713
63106,1389
27815,2111
107351,4179
8543,4241
95442,2187
51506,1665
16694,8341
7123,1580
40339,3754
63553,2771
126061,407
90605,663
10667,732
28785,5495
54466,568
34423,15845
6144,2091
18113,3471
74801,10291
68583,15930
22895,1658
116453,740
9962,5455
23414,1888
7316,660
53872,1016
99598,15145
95664,3449
85114,13205
3561,1044
107633,505
5996,1211
33227,4424
76315,878
119371,9117
117689,3748
71808,7511
47508,4766
126860,6963
100096,12899
5141,17905
53557,4077
132394,11248
106123,1980
38468,7540
137076,6922
25662,616
82319,5127
17296,408
15651,1158
68937,640
53056,8736
140211,1407
38126,648
114464,14948
12355,6055
111097,1605
14958,1002
14972,2567
134965,6442
17693,3253
20407,11021
23450,5553
105533,2394
454,2442
2769,526
30002,1161
103966,624
16631,7177
59368,605
31876,544
61731,8530
53676,2319
37320,5973
55954,1061
6707,12273
68347,1569
127278,1060
106345,365
138958,414
95870,1861
154356,5395
54668,9891
8930,13483
121474,14844
9090,1838
149098,2059
146627,842
145748,5984
43111,14171
79740,3146
54650,1186
145214,3311
19591,2774
35430,1077
19205,3421
17424,11525
29193,1007
70091,1097
84941,3267
5151,900
140478,709
46172,2553
34823,4469
133430,10619
100377,9542
66319,3534
64954,5995
23881,9067
150996,2101
7567,524
95469,3967
13743,1017
52977,13500
22339,561
494,2825
8318,645
135359,1415
93038,4521
34010,3724
147244,662
126012,876
27541,9513
106508,4051
5140,15426
34127,2381
48642,12897
45422,863
119535,1720
28816,3312
140259,1988
74166,2633
16418,4068
30537,1624
70609,4497
32262,16592
120831,1087
85497,11717
33388,6048
12073,2230
2514,1846
121893,1819
80763,2348
104345,579
140080,2470
100432,4304
7845,840
18725,2335
22393,3589
34154,14488
27919,8010
76334,17891
136411,7928
47076,708
27373,1656
25408,748
57426,5752
18028,900
36209,3780
139768,844
70445,1571
114318,16592
76677,1354
17408,2326
41748,13757
22566,1746
87557,3230
114551,8061
41828,863
105965,1822
4272,810
37966,552
122122,1955
69429,743
2520,4022
21143,3668
66056,4504
115992,8852
160,696
1157,1007
15035,3181
92977,7409
1624,567
111699,2881
117190,739
85394,351
154270,764
26133,642
9612,1838
129276,5600
107618,539
16331,4735
141627,2224
93592,1286
16397,4082
33192,2239
19261,7858
104081,427
37778,15923
20147,730
110667,911
108980,664
26034,6854
102864,1665
92090,1008
106663,8033
114842,4899
46247,2842
31721,828
23034,5325
51687,675
27685,844
79605,1642
106277,1395
126841,8647
36052,4606
39089,734
102923,499
116146,13144
23487,2101
1065,645
95960,814
124950,2441
37646,3191
145882,975
3539,4558
98378,1079
222,11602
27698,694
14348,422
124756,1080
38545,5278
127007,720
126573,11077
152797,3755
139408,6349
102177,2824
52549,6962
9411,11403
21461,4357
80253,2526
68616,8572
62763,4606
122938,5546
13785,977
691,2104
112127,1052
105934,1822
94352,5052
1202,1305
37029,5756
23640,3442
108032,2172
39397,855
44224,2839
33759,1097
118335,9330
144662,1894
2227,2211
103132,11190
86801,5604
149647,4619
107650,828
75390,516
17342,703
9936,8348
104155,5127
79337,626
39918,796
49493,1698
71560,15919
100074,8243
81659,2648
146774,583
6241,693
137977,5645
82684,12268
7229,5154
48551,492
34968,4964
40161,4284
74925,1637
101486,4007
93712,800
39307,911
18568,774
21327,1778
103933,5233
8223,4185
28687,2896
23080,611
132931,4306
85700,4068
6699,7999
63653,2452
133452,3790
146891,672
37647,1176
18791,765
80081,731
120001,9185
126710,4193
141144,5724
145077,2520
5609,5390
69315,871
116715,1374
9294,4737
34876,393
57007,2362
134893,813
4056,477
49788,7416
47115,4455
58720,530
81394,746
1008,1131
56407,2250
59506,8977
133174,1388
107299,2102
10365,2720
92912,593
90913,775
135568,5938
101108,824
128669,1848
45157,4328
67383,4381
29876,698
116885,463
63147,11794
154260,6579
13994,891
59505,719
13963,6223
102259,460
144671,1094
44806,776
97281,764
99896,2705
2820,15475
7365,956
133819,4072
1681,666
26721,5927
128615,1754
122464,3603
113910,490
13488,2497
127908,2147
112705,540
55236,5951
5422,4311
120292,614
114129,1000
36699,827
115789,9996
35563,4724
2565,886
136907,5690
11995,854
131180,2321
97124,1873
86264,2834
138810,10412
132427,3398
10893,12549
76659,5645
141117,1734
152607,1634
5388,579
33538,5858
13264,6397
148939,5042
148905,1002
73909,4969
105778,8079
7409,7162
50462,2224
73486,1279
36338,1760
140481,683
71701,13951
115493,1821
11382,1031
62155,9107
130853,1274
80943,1415
7190,886
4395,2690
123789,853
9247,1580
143010,942
22776,516
153950,1949
61985,11390
78691,7163
54442,3819
5449,6328
6718,435
53508,6638
32044,4666
120861,1672
64764,11255
143796,7979
10855,12931
25199,4672
153257,3582
21911,3422
132836,1034
77433,14507
8369,12615
80371,526
41536,835
26694,6350
38596,12840
64319,1957
28973,795
102026,2776
135138,5684
69012,2617
29307,1554
139087,1080
78742,2841
126906,10181
123878,2369
29009,463
33685,891
17985,752
24685,15404
35026,15864
10641,5655
5880,908
146277,2822
25163,2319
3366,1089
21578,6559
96356,5051
133952,625
20009,5502
54724,537
68586,6858
37502,7188
82820,1601
24982,675
118656,5250
111000,2715
22226,814
110928,2964
98701,5227
136056,596
135558,3353
11572,880
34091,567
127329,776
119290,1794
124355,8654
118784,8712
108681,732
119366,787
145346,984
20901,716
13979,5839
14269,1631
137728,3269
146373,3454
23396,4925
20610,814
16607,646
4664,778
99670,8567
26132,720
43607,16140
751,743
34444,1830
4166,3862
58244,1609
23754,12539
142107,8181
112290,1712
117498,7834
75416,3398
33891,8138
33456,2676
93723,3063
102313,18359
97319,8584
112064,886
2494,3898
129904,7740
11087,9189
137216,4415
141187,5499
14483,12641
97471,15393
73146,2323
78464,7554
21386,4044
115767,787
15672,8924
109691,1660
33791,9474
96287,2511
110959,10020
32115,7466
129370,776
9401,9972
85403,5706
57293,9492
7347,2518
103474,2150
10299,3199
67456,552
11703,675
62602,12210
44717,13621
25358,515
118694,1058
32222,3296
15100,867
88584,476
100278,4007
15334,737
140442,16842
119994,3350
10350,2505
21442,6872
133747,7848
62177,488
32503,689
27604,612
27787,1600
38019,645
40138,1097
25196,1813
61315,6814
56942,701
127008,698
77791,2116
9403,394
70907,1235
13270,2331
19039,945
126405,2512
48988,1051
9202,816
139737,911
121815,981
81146,544
43596,5476
125575,3927
137607,1742
87615,2517
149933,802
30560,539
76569,724
141761,942
24710,800
2907,1035
19643,504
2159,1867
40687,1263
137020,625
29161,4249
113932,1785
138551,5006
125116,5250
62476,6195
30384,6774
10715,11519
23316,2826
95770,1153
111398,684
23865,2974
26512,7521
109668,2150
19511,899
74129,1040
118202,1971
87706,4509
85346,1800
72826,705
17776,7924
86376,2553
4440,5220
60770,434
78293,2893
108948,684
8275,544
147418,1359
97224,5252
89755,2563
20967,517
21056,4414
142627,5227
127906,2374
35372,853
94854,3786
7200,7486
150919,1211
68318,2563
24644,8599
83141,16575
43841,2273
3915,6272
45764,1263
5090,2376
29290,1179
6246,3044
47775,2633
16512,1629
20356,3609
8994,2337
18786,4078
100941,804
15858,8679
13382,4782
83522,5479
137829,6407
8049,2822
148827,999
25879,672
130900,907
18558,4281
101557,18700
16793,2582
73668,3004
15529,1400
147690,4347
12633,858
116604,1828
58654,3868
122228,532
7898,1569
129176,1014
25288,1908
90911,761
3536,8953
44874,12304
103831,4692
69898,2822
19392,1607
67102,3105
45998,5405
114596,855
48189,1327
23796,8220
13025,4546
115031,2016
23447,3332
11680,5922
145617,1001
85139,1127
37278,2548
13819,5751
29384,1232
47676,1722
123586,1013
14805,601
122132,3669
77548,3496
19853,3785
101134,3198
136378,17237
26127,6279
17250,715
116155,16336
76542,427
36518,1076
44996,698
35037,795
133310,2331
4066,6720
64810,544
17638,4149
104595,13846
81067,2309
6021,5181
15851,9293
17751,6354
81492,1790
124470,1781
5006,9547
3000,1104
127964,1317
150312,737
114299,1776
143623,1754
140962,2202
36433,2711
151573,4921
6859,6250
34350,4102
19687,754
28446,558
47868,3669
71548,5832
64911,666
128777,345
115772,1852
70569,7924
27188,873
88488,11511
3033,765
30705,545
128853,683
71984,5510
62039,477
39725,665
6093,2369
27463,10888
23374,3799
151287,5756
51379,2441
7239,6403
128360,10752
30100,4215
145929,1946
82384,6543
31815,4884
32037,1079
139096,837
15241,2612
79869,4836
12156,743
30624,911
59926,5132
132967,596
42705,12059
105499,572
11339,1166
135862,844
26633,486
56767,2326
97982,1642
148562,1723
135778,646
108749,14414
13460,615
107763,425
14428,648
111005,432
64872,4851
13463,7409
46189,15695
99328,11047
54484,645
22162,4558
30812,4265
22023,4564
7624,972
24100,776
118396,4619
144193,1079
22675,8163
8678,816
126522,561
30648,7588
97877,11272
112734,4318
70368,1095
22070,3801
17940,9092
60343,5167
75716,552
38898,693
57474,433
24534,2509
114765,956
20029,1163
154826,13642
77258,1720
38552,8097
76988,5740
10843,1422
128198,17149
149094,7086
10084,775
120106,432
97051,9138
29753,2259
122190,3560
4723,1695
119835,689
30968,5055
124919,596
123930,1698
31155,4371
42165,1240
19394,907
124145,2608
17655,9372
150752,6050
31179,6532
56089,1974
64519,3253
83453,3507
19518,12937
154500,7634
8118,4612
124732,3724
24656,4916
77628,893
48204,6384
65269,1220
631,574
58025,4842
92015,14949
359,2528
140831,7506
17968,18242
12517,586
34616,4213
86960,8720
33679,4851
14237,11781
19545,827
152666,10739
123905,13588
76113,584
11148,5489
34004,4868
3345,1009
56516,1448
811,709
36711,7526
128071,465
146542,3216
139749,2351
120553,7961
107621,394
28889,8275
151999,1809
214,5062
53665,9547
1421,11825
86592,1436
79977,1828
121073,6833
50726,14240
10443,689
86678,1214
98126,4629
125161,884
2510,901
99649,4389
4087,9677
83658,526
3872,9783
62441,2652
7491,1890
7732,3095
89798,5543
11698,3804
115421,7286
30526,11460
140241,1356
18802,2131
1427,574
82345,565
58284,5013
18437,1971
120743,8093
69851,576
86526,3841
6111,7822
103466,5433
145514,3538
145623,3510
22509,2218
3821,1142
18041,4540
46933,4611
153143,8227
38758,3546
83051,596
124736,2903
57591,1264
13885,6407
16744,1370
126016,4812
117113,803
143934,551
81857,1266
28814,540
26408,13825
120695,7365
79545,6684
25108,696
47425,3665
28378,9185
123291,3058
146319,3049
124456,1786
64041,1043
20125,1551
63640,5072
99358,1415
16921,2277
34589,552
147978,10659
72484,838
122674,2276
74641,4234
8268,3620
93183,732
138865,9498
134291,8064
103544,14945
91866,1817
13572,9474
108140,6271
61029,4194
40416,638
4463,776
57961,1114
49450,829
38637,618
96679,926
74934,3276
51657,4981
117494,1564
1824,772
14822,590
132358,4136
65596,475
43978,518
42216,1950
57374,9302
67426,11946
111143,1202
30337,5041
49883,1433
57862,3198
2255,394
77620,1227
38223,10693
6303,5950
27791,1114
63748,1181
135810,1221
75001,4502
14932,2080
19102,2276
22711,5676
124029,1778
141912,4315
56692,2332
32331,984
21156,5751
37612,765
2235,3378
50876,1718
72717,10011
33253,14925
78478,2594
15595,6383
39147,3629
108544,5979
60432,18215
124674,2307
54452,996
63141,789
14845,2036
22295,1177
102164,802
24665,11524
12044,544
38695,2960
34651,706
7603,752
91700,920
52288,7362
72728,7584
120251,1582
79644,3118
5020,576
75331,2512
129258,1235
61376,970
48310,680
26430,992
68196,3296
133198,1251
150335,2843
31413,489
14149,2462
29226,1637
84803,4704
11472,2470
31249,3239
2035,552
18027,855
121475,3991
74996,516
86761,3038
28252,13034
20715,4276
152600,4274
95073,2656
18126,12756
3958,4163
81510,1546
95693,7107
122859,4804
35126,802
96661,3196
2901,1721
9271,4317
113033,427
92168,5455
80450,6969
115009,1212
92331,814
90953,1316
10771,8752
37498,4989
103147,1044
82997,2262
26171,17312
17065,1779
109139,576
154621,573
127559,1689
13031,603
97454,5152
24438,12466
36154,15152
89334,2575
32843,2275
83692,1950
42669,1848
61131,1052
33719,3659
36048,5939
106765,9596
49169,5160
34859,756
151422,11950
132225,10332
14101,2246
70754,995
3510,4017
135391,1323
5739,3580
33122,4682
55385,963
50267,1838
146760,816
11980,705
31514,1400
13847,709
5328,7388
14784,684
131929,11209
32055,367
145716,8679
35602,5028
87836,9961
16585,2573
65273,1814
52064,462
69011,761
86773,814
31481,1828
37950,11666
20384,2374
97598,16789
38976,1683
104260,3763
115922,360
88056,3220
79573,852
28459,898
43974,2345
147757,3453
60517,2401
121511,6664
69772,7504
131927,1402
12060,515
20025,709
62207,994
99269,4081
90781,625
10794,1397
6368,8347
147571,5434
153316,14220
66190,3713
33714,684
43272,572
8248,1963
36014,754
5300,1106
24151,628
49516,8227
105103,6944
34708,1841
71985,6733
79039,906
37843,10428
24501,816
68239,2274
101745,2549
32300,2591
125450,4398
59260,1713
17284,2633
144349,557
55792,453
48100,5237
54487,2198
45835,1362
148513,13152
118329,1390
14078,665
492,910
121723,1107
36129,10701
99434,7223
76838,778
94419,545
16476,802
46609,4480
121527,3392
151771,810
58901,1114
46690,9254
5826,625
144079,755
52742,900
74970,1577
45964,3250
37632,833
21125,17442
55017,14998
39839,1654
68663,936
4212,561
114877,5273
6631,1020
22104,18659
4308,15105
638,4198
86999,5135
111275,2157
117642,8794
25529,8075
133924,1846
121138,1442
101433,6892
14016,6098
8725,914
16396,5780
4524,1115
25311,956
90174,705
20759,4484
30742,393
69030,4481
24125,449
49265,2514
116432,2342
128796,8124
7062,3808
149742,756
36430,1609
104716,4072
85528,695
140016,9279
136309,776
71465,625
4862,1080
11824,1119
127239,5021
112815,1125
31484,13744
23710,3058
95358,710
8149,1370
46657,3682
22389,4201
82457,911
5385,5489
139818,13687
66158,14502
110,14224
4306,2493
22685,16954
27012,15377
88418,8314
151463,3886
9112,8722
6967,11705
116296,11839
126572,10619
2696,2381
107125,5192
2371,2912
26986,5040
37288,2826
90556,1026
11463,995
57610,1216
116291,673
24348,14948
77146,663
66979,486
84835,7900
136223,956
130212,4036
98409,3958
44923,1079
113941,972
79356,693
34234,8210
148887,2584
63824,1020
140137,2346
93404,776
27854,4242
89746,4984
77367,825
27772,1585
18789,878
133093,1448
65494,4642
99020,694
98795,4293
13061,706
37827,3026
43795,14502
42917,421
18182,4513
35277,6566
9646,1300
128903,630
16695,555
124667,367
133626,2422
91705,1803
7066,4654
103296,6125
149506,1875
133252,687
19467,2096
37590,3640
92974,644
93174,6451
127575,5071
2735,630
3030,1123
25235,730
21832,928
107162,6492
96315,918
8713,548
97770,1686
20603,2765
77499,9343
115753,8742
128374,1689
6008,1084
8321,2288
70812,985
22637,757
21985,6066
14513,1207
15060,1294
6524,434
135003,12765
724,11376
9015,993
9707,1712
86085,4101
72761,8203
88256,399
10202,1369
133432,596
48697,709
15308,5805
52062,5280
31645,4443
27367,4925
141562,526
139480,1082
140806,8355
109685,1699
114802,612
34106,3104
24961,5487
142640,1295
101518,2166
46658,10009
31001,5633
100204,2443
11620,972
38882,5007
22453,917
70193,1065
11284,7625
15343,1792
1685,1355
103251,1637
134922,1637
16855,6326
1351,1911
128000,1181
108356,840
